orgId	locusId	sysName	geneName	desc	set1IT005 KB	set1IT007 KB with Dimethyl Sulfoxide 1 vol%	set1IT011 KB with Acriflavine 7.75 ug/ml	set1IT013 KB with Ampicillin 15.6 ug/ml	set1IT015 KB with Berberine 250 ug/ml	set1IT017 KB with Carbenicillin 250 ug/ml	set1IT019 KB with Chloramphenicol 12.5 ug/ml	set1IT021 KB with Erythromycin 25 ug/ml	set1IT029 KB with Nalidixic 12.5 ug/ml	set1IT033 KB with Nitrofurantoin 125 ug/ml	set1IT037 KB with Phloretin 250 ug/ml	set1IT045 KB with Trimethoprim 125 ug/ml	set1IT049 Green bean; epiphytic	set1IT050 Green bean; epiphytic	set2IT076 apoplastic, grinding recovery; Green bean	set2IT077 apoplastic, grinding recovery; Green bean	set2IT080 epiphytic; Green bean	set2IT081 epiphytic; Green bean	set2IT095 apoplastic, chopping recovery; Green bean	set3IT009 KB with Acridine orange 62.5 ug/ml	set3IT019 KB with Mitomycin C 0.625 ug/ml	set3IT031 epiphytic; Green bean	set3IT032 epiphytic; Green bean	set3IT039 apoplastic; Lima bean	set3IT040 apoplastic; Lima bean	set4IT013 KB	set4IT015 KB with Dimethyl Sulfoxide 1.25 vol%	set4IT017 KB with Rifampicin 0.1 mg/ml	set4IT019 KB with capsaicin 0.25 mg/ml	set4IT021 KB with capsaicin 0.125 mg/ml	set4IT025 KB with Flavone 0.125 mg/ml	set4IT027 KB with Rotenone 0.25 mg/ml	set4IT029 KB with Rotenone 0.125 mg/ml	set4IT031 KB with Nitrofurantoin 0.25 mg/ml	set5IT059 apoplastic; Lima bean	set5IT060 apoplastic; Lima bean	set6IT083 apoplastic; Green bean; 6 days	set6IT084 apoplastic; Green bean; 6 days	set7IT014 apoplastic; Lima bean	set7IT015 apoplastic; Lima bean	set7IT018 apoplastic; Pepper	set7IT019 apoplastic; Pepper	set7IT026 apoplastic; Pepper	set7IT027 apoplastic; Pepper	set7IT030 apoplastic; Pepper	set7IT031 apoplastic; Pepper
SyringaeB728a	Psyr_1496	Psyr_1496		Copper resistance D	2.086	-0.073	1.725	-1.259	2.140	0.377	-0.528	2.227	1.862	0.440	1.012	0.842	0.673	0.920	-1.713	-0.217	-0.707	-0.344	0.882	1.119	1.550	-0.210	-0.197	0.940	0.990	0.545	-0.593	-0.496	-0.242	0.572	0.488	-0.683	-0.108	0.536	0.360	0.368	0.692	1.027	0.108	0.034	1.329	0.751	-1.154	-1.072	0.050	-0.356
SyringaeB728a	Psyr_1497	Psyr_1497		Heavy metal response regulator	-0.531	-1.643	1.855	-0.334	1.344	-0.498	-1.133	0.949	0.612	0.662	-1.095	-1.021	0.003	-1.799	-0.635	-2.197	-0.772	-1.550	-1.320	0.848	2.403	-1.748	-1.312	0.597	0.151	-0.238	-0.592	-0.525	-0.972	0.322	-0.284	-1.025	0.125	0.932	-1.596	-0.194	-0.291	0.777	-1.486	-0.659	0.206	0.098	0.139	-0.496	0.311	0.026
SyringaeB728a	Psyr_1498	Psyr_1498		Heavy metal sensor kinase	2.113	1.545	2.232	-0.410	3.482	1.728	0.530	0.828	1.804	0.744	0.514	1.083	-0.882	-0.669	-0.260	0.545	-0.159	-0.951	0.167	2.961	2.071	1.032	-0.251	-0.410	-0.448	-0.776	-1.117	0.612	0.536	0.047	0.302	0.301	-2.679	0.479	-1.875	-0.201	0.339	-0.037	0.219	-0.552	-0.089	0.396	1.489	1.116	0.151	1.057
SyringaeB728a	Psyr_1499	Psyr_1499		Protein of unknown function DUF	0.581	1.284	1.780	-1.121	1.206	0.128	0.129	-0.443	0.751	-1.024	1.253	0.151	-1.188	-2.349	-1.213	-1.868	0.788	0.112	0.489	-1.366	-0.908	-0.516	-1.046	-0.098	-0.442	-1.083	-1.087	-0.550	-1.037	0.636	-0.423	-0.130	-0.119	-0.936	-1.186	0.200	0.250	-0.439	0.123	0.381	1.055	1.014	-0.304	-0.741	0.627	0.781
SyringaeB728a	Psyr_1500	Psyr_1500		GCN5-related N-acetyltransferase	0.862	0.861	1.493	0.438	1.834	0.680	-0.495	-0.222	0.822	0.564	-0.076	0.392	-0.145	0.114	0.308	-0.784	0.208	-0.336	-0.271	-0.054	0.630	0.266	-0.231	0.548	0.533	-1.329	-1.643	-0.367	-0.988	-1.039	-1.740	-1.161	-1.524	-0.782	-0.005	0.496	0.542	0.539	-1.317	-1.161	-0.018	-0.542	-1.199	0.129	-0.626	-1.144
SyringaeB728a	Psyr_1501	Psyr_1501		NADPH-dependent FMN reductase	-0.772	0.319	1.754	0.450	1.343	1.022	-0.878	0.315	0.304	0.475	0.721	-1.276	-0.214	-0.556	-0.558	-0.113	0.497	0.163	-0.486	-0.486	-0.028	0.872	0.030	0.599	1.089	-1.240	-1.287	-1.060	-1.662	-0.184	-1.420	0.324	-0.491	-0.647	-0.435	-0.310	1.089	0.611	-0.832	-0.520	-0.632	-0.825	1.106	0.968	1.347	1.196
SyringaeB728a	Psyr_1502	Psyr_1502		Low molecular weight phosphotyrosine protein phosphatase	-0.331	-0.056	0.838	-0.109	1.684	-0.602	1.067	-0.351	-1.961	0.244	0.858	-0.313	1.607	0.500	-0.581	-0.059	-1.065	-0.245	1.586	0.010	-0.582	0.654	0.264	-0.401	-0.026	-1.742	-1.194	-1.449	-1.886	-2.192	-1.982	-1.059	-2.333	-0.198	-0.291	-0.045	1.588	1.915	-1.901	-0.534	-0.637	-1.775	0.109	0.430	-0.822	-0.182
SyringaeB728a	Psyr_1503	Psyr_1503		arsenite efflux membrane protein ArsB (TC 3.A.4.1.1; TC 2.A.45.1.1)	-0.660	-1.107	-0.153	-0.966	0.973	0.314	-0.516	0.325	-1.374	-0.258	-1.324	-0.784	1.800	1.387	-0.448	-0.515	0.473	-0.486	-1.010	-0.973	-1.048	-1.777	-1.282	-0.523	-0.684	-0.045	-0.366	-0.207	-0.436	-0.515	1.366	-0.139	-0.643	0.028	1.342	0.188	-0.086	-0.310	0.113	1.147	1.007	0.676	-0.592	0.193	-1.165	0.149
SyringaeB728a	Psyr_1504	Psyr_1504		transcriptional regulator, ArsR family	-0.828	0.083	1.423	0.115	0.660	-0.090	0.302	-0.039	-1.487	-0.731	-0.635	-0.766	0.197	0.360	0.652	0.553	1.895	0.952	-1.613	0.425	0.261	0.064	0.407	0.174	-0.032	-0.506	-0.134	-0.396	-1.328	-0.961	-1.164	0.020	-0.881	0.017	-1.161	-0.716	0.550	0.623	-0.007	0.817	0.584	0.680	-0.367	0.137	1.375	0.788
SyringaeB728a	Psyr_1505	Psyr_1505		Protein of unknown function DUF156	-0.368	-0.508	1.864	0.811	0.365	-0.564	2.120	-0.017	-1.617	-1.972	-0.141	-1.459	0.205	2.370	-0.545	0.224	-1.642	-0.590	-0.094	-0.478	-1.997	-0.465	-0.696	0.432	0.635	-2.118	-1.821	-2.327	-1.630	-0.673	-0.071	-1.075	-0.955	-1.729	1.184	0.301	1.050	0.052	0.721	0.329	-2.005	-0.479	-0.673	-0.990	0.090	-1.271
SyringaeB728a	Psyr_1506	Psyr_1506		Cation efflux protein	-0.719	-1.134	-0.916	-0.245	1.929	0.618	-0.389	-0.688	-1.474	-0.709	-0.951	-1.058	-0.050	0.813	-1.286	-0.808	-0.072	0.208	-0.199	-0.107	-0.471	-0.001	0.477	-1.367	-1.725	-0.442	-0.796	-0.994	0.057	-0.632	-0.194	0.116	-0.932	-0.043	-0.470	-0.371	0.284	0.823	0.935	1.333	-1.182	-0.646	-0.264	0.076	0.236	-0.656
SyringaeB728a	Psyr_1507	Psyr_1507		hypothetical protein	0.418	0.755	1.339	-1.414	1.001	0.577	1.482	1.187	1.493	1.244	0.128	-0.814	0.521	-0.854	2.689	0.325	-2.251	0.354	0.138	1.098	0.905	0.129	0.001	-0.876	0.203	0.435	0.443	0.335	1.224	0.171	0.567	1.345	1.143	-1.594	-1.575	-1.263	-0.725	-0.969	-0.978	-1.442	-1.030	-1.323	0.284	0.892	-0.279	1.402
SyringaeB728a	Psyr_1508	Psyr_1508		Phage integrase:Phage integrase, N-terminal SAM-like protein	1.690	0.565	2.339	0.959	2.273	1.659	1.650	2.142	2.565	1.554	1.527	1.355	-1.917	-1.754	-1.005	0.341	-1.317	-1.984	1.235	0.584	0.895	-0.022	0.658	0.050	0.352	-0.168	0.182	-0.545	-0.129	0.312	0.542	-0.781	0.227	0.261	-0.965	-0.148	0.822	0.534	-0.007	0.852	-0.221	-1.121	-0.081	0.238	-1.086	-0.374
SyringaeB728a	Psyr_1509	Psyr_1509		PilM protein, putative	-0.229	0.211	0.545	-0.300	0.707	0.699	0.431	0.169	-0.737	0.353	-0.015	0.415	0.623	1.478	1.751	0.865	0.024	0.181	-1.184	-0.238	2.041	-0.127	-0.614	-0.006	-0.354	-0.641	-0.742	-1.020	-0.912	-1.501	-2.086	-0.735	-0.880	-1.350	-1.521	0.168	0.420	2.520	0.112	1.041	1.047	0.758	-2.039	-0.091	0.744	-0.250
SyringaeB728a	Psyr_1510	Psyr_1510		prepilin	0.854	1.003	0.864	1.252	1.726	0.831	0.001	0.311	1.679	0.260	-0.026	0.551	0.536	0.739	-0.177	-0.722	0.230	1.790	-1.177	0.005	0.742	0.581	0.538	0.479	-0.201	0.809	0.387	-0.254	-0.152	0.243	0.417	0.095	0.058	0.227	0.184	1.484	0.197	-1.437	-1.024	-0.969	-0.520	0.223	-0.411	-0.478	-0.297	0.234
SyringaeB728a	Psyr_1511	Psyr_1511		type II secretion system protein E	1.072	-0.317	1.369	1.924	1.077	-0.267	0.892	0.763	0.837	0.632	1.594	1.352	-2.614	-1.167	-0.008	-0.963	-1.413	-0.063	-0.211	2.120	1.196	0.568	-0.146	-0.079	-0.036	-0.059	-1.039	-0.279	1.024	-1.662	0.123	-1.537	-0.664	-1.243	0.152	0.588	-2.061	-3.449	-0.226	0.071	0.724	-0.147	-3.042	-0.927	-0.580	-0.630
SyringaeB728a	Psyr_1512	Psyr_1512		prepilin	0.633	0.153	1.262	-0.299	2.091	0.261	-0.556	-1.505	0.402	0.316	-0.528	0.233	-2.739	-2.364	1.781	2.564	-0.817	0.371	-2.361	1.364	0.912	0.581	0.977	0.023	0.056	-0.001	-0.302	-1.232	-1.272	-1.165	-0.040	0.206	-1.266	-0.065	0.205	-2.206	-1.440	-0.946	-0.242	0.695	-0.685	-0.352	-1.021	-0.979	-2.292	-0.705
SyringaeB728a	Psyr_1513	Psyr_1513		type II secretion system protein	-1.369	-0.594	-0.988	-2.019	0.001	-1.414	-0.812	-2.368	-1.626	-1.124	-0.566	-2.444	-0.828	-0.472	0.457	0.435	0.166	0.276	0.972	0.132	-1.582	-0.065	-0.691	0.164	-0.449	-0.771	-0.198	-1.394	-0.215	-1.618	-1.637	-1.531	-0.744	-1.500	-0.993	-0.643	0.790	0.172	-0.260	0.780	0.394	1.122	0.296	0.277	-0.333	-0.983
SyringaeB728a	Psyr_1514	Psyr_1514		type II secretion system protein E	-0.925	-1.263	0.084	-0.639	1.374	-1.230	-1.388	-0.331	-1.133	-0.535	0.105	-0.176	-0.885	-1.011	0.196	0.554	1.469	0.685	0.540	0.925	-0.731	0.147	-0.554	0.179	-0.566	-0.869	-0.347	0.043	-0.164	0.585	-0.298	-0.572	0.346	-0.101	-0.220	-0.335	0.158	0.063	-0.506	0.012	-0.581	0.738	-0.208	0.151	-0.742	0.696
SyringaeB728a	Psyr_1515	Psyr_1515		hypothetical protein	-1.381	-0.883	0.345	-0.114	-0.925	0.736	0.560	0.135	2.155	0.536	-0.654	-0.384	-1.181	-0.876	-2.385	-1.459	-0.353	-0.460	-0.724	0.685	1.572	0.104	0.086	1.097	0.900	-0.251	-0.175	-0.234	0.265	-0.789	-0.071	-1.068	0.103	-0.977	0.360	-0.450	-0.837	-0.274	-2.444	-1.837	-1.658	-2.257	-0.825	-0.215	-1.161	-1.327
SyringaeB728a	Psyr_1516	Psyr_1516		hypothetical protein	-0.341	-1.070	-0.066	-0.344	0.889	-0.122	-0.352	-0.574	-2.718	-1.105	-1.729	-0.975	-0.066	-1.375	0.617	-0.194	-0.772	-2.147	-0.025	-1.803	-0.962	-0.214	0.254	-0.949	-1.316	-0.058	0.816	-0.267	0.596	-0.126	1.348	-0.269	0.384	0.564	0.629	-0.597	-0.873	0.022	-0.082	0.434	-0.013	0.399	-0.027	0.025	-0.666	0.032
SyringaeB728a	Psyr_1517	Psyr_1517		type II and III secretion system protein	0.154	0.313	-0.340	-0.719	1.263	0.510	0.211	0.273	1.178	0.197	0.292	0.171	-1.190	-1.209	-0.966	-1.576	-0.212	-1.405	-0.867	0.379	1.114	-1.265	-1.324	0.764	0.392	-0.507	-0.678	-1.740	-0.487	-0.429	-0.338	-1.139	-1.067	-0.806	-1.574	-0.895	-0.839	-1.377	-0.034	-0.146	-0.665	-1.535	-0.524	-0.070	-0.720	0.313
SyringaeB728a	Psyr_1518	Psyr_1518		putative exported protein	-0.611	0.134	0.362	0.826	0.461	-0.091	-1.663	0.494	1.666	-1.123	-1.441	-0.426	-1.592	-0.285	1.091	-0.915	-0.898	-1.343	-0.006	2.910	3.224	-0.418	0.026	0.980	0.223	1.363	0.570	0.697	-0.832	0.484	0.617	0.390	0.154	1.984	-0.521	-0.286	-1.344	-0.701	0.689	-0.403	0.431	0.865	-0.523	-0.673	0.116	-0.044
SyringaeB728a	Psyr_1519	Psyr_1519		SEC-C motif protein	-0.595	-0.485	1.121	-0.481	0.633	-0.120	0.539	-0.351	-0.823	-0.974	-0.492	-0.367	-0.248	0.608	-1.203	0.462	-1.830	-1.011	1.307	-0.512	-1.445	-1.083	-0.708	-0.596	-0.673	-0.045	-0.269	-0.568	-0.333	-0.348	1.233	-0.056	-0.090	-1.552	-0.093	-0.430	-0.127	-1.167	-0.359	-0.291	0.036	0.085	0.541	-0.099	-0.590	-1.092
SyringaeB728a	Psyr_1520	Psyr_1520		SNF2-related:Helicase, C-terminal	-0.284	-0.399	0.126	0.684	1.965	0.184	-0.037	-0.254	-0.108	-0.359	0.009	-0.119	2.042	2.177	-0.205	-0.596	0.498	-0.166	-0.991	0.489	-0.659	1.682	0.667	0.999	0.833	-0.137	0.819	0.204	2.006	0.569	0.130	-0.258	0.825	0.639	0.529	-0.423	-0.316	-0.394	1.680	1.263	1.429	0.857	-0.004	0.672	-1.643	-0.199
SyringaeB728a	Psyr_1521	Psyr_1521		hypothetical protein	-1.213	-1.921	-0.082	-0.491	0.692	-0.621	-0.204	-1.311	-1.534	-1.128	-1.275	-0.597	0.459	1.175	0.229	0.642	0.607	0.358	0.349	-0.230	-1.395	-0.477	-1.505	-0.879	-0.286	-1.109	0.065	-0.548	-1.118	-0.207	-0.738	-1.412	-0.673	-0.692	0.118	-0.531	1.260	-0.111	-0.454	-0.429	-0.747	-0.970	-0.344	-0.166	0.885	0.280
SyringaeB728a	Psyr_1522	Psyr_1522		Single-strand binding protein	0.175	-1.483	-0.747	-1.063	0.192	0.278	-0.717	0.089	-1.220	-0.994	-2.371	-1.691	-0.847	-0.797	1.009	1.114	1.013	0.614	-0.433	-1.318	-1.062	-0.759	-0.941	0.303	-0.632	-3.193	-1.796	-3.190	-2.021	-2.613	-1.422	-2.704	-2.083	-3.769	0.274	1.260	0.139	-0.541	1.305	1.357	1.800	0.889	-1.280	-1.651	-0.486	0.321
SyringaeB728a	Psyr_1523	Psyr_1523		hypothetical protein	-0.428	0.106	0.007	-1.192	0.751	-0.285	-0.822	-0.115	0.123	-0.131	-0.074	0.058	-1.835	-0.121	-1.134	0.446	-1.372	-0.751	-0.725	0.492	0.968	-0.751	-0.802	0.526	0.113	-0.381	-0.204	-0.811	-0.286	-1.124	0.436	-0.211	0.838	-0.448	0.560	2.023	-0.706	-0.653	-1.567	-1.448	1.242	0.425	2.654	1.062	0.163	-0.067
SyringaeB728a	Psyr_1524	Psyr_1524		conserved hypothetical protein	-0.064	-1.041	1.334	-0.475	0.537	-0.471	-0.620	-0.508	-1.727	-1.638	-0.384	-0.679	0.961	0.548	0.482	-1.041	1.156	1.192	-0.221	-0.101	-0.382	-0.624	2.065	1.392	0.890	-1.509	-2.067	-1.251	-1.900	-0.808	-1.399	-1.794	-1.522	-0.786	-0.181	0.672	0.732	0.742	0.800	1.030	0.731	0.042	1.246	0.554	0.876	0.158
SyringaeB728a	Psyr_1525	Psyr_1525		conserved hypothetical protein	-1.094	-0.794	0.932	-0.035	0.197	0.253	0.297	-0.251	-2.196	-1.396	-1.042	-2.026	-0.247	0.101	-1.034	0.544	0.652	0.401	0.521	0.141	0.090	1.650	2.052	-0.210	0.069	-0.288	-0.390	-0.406	0.045	-0.644	-0.132	-1.068	-0.982	-0.059	-0.859	-1.410	-0.221	0.073	0.280	0.867	-2.011	-0.685	0.195	-0.466	-0.927	-0.469
SyringaeB728a	Psyr_1526	Psyr_1526		hypothetical protein	-0.656	-0.749	1.426	0.450	0.940	0.658	-0.091	-0.557	1.988	-0.173	0.023	0.045	-0.299	-0.271	1.884	1.713	0.870	1.788	0.040	0.377	-0.314	0.259	1.261	-0.425	0.595	0.187	0.503	0.226	1.087	0.506	0.532	0.203	1.165	1.613	1.166	1.558	1.508	0.298	1.499	0.681	1.075	0.514	1.957	2.304	2.816	1.780
SyringaeB728a	Psyr_1527	Psyr_1527		conserved hypothetical protein	1.260	0.386	1.507	0.091	1.082	1.036	0.086	1.164	-0.425	0.715	0.672	-0.455	-0.376	0.244	-1.743	-0.697	-0.395	-0.046	-0.241	-0.434	-1.251	0.891	0.259	-0.020	-0.168	-0.042	-0.277	-0.065	0.216	-0.034	0.378	0.632	-0.891	0.108	-0.675	-0.961	0.884	0.163	1.390	1.091	0.936	0.545	0.396	0.426	-0.784	-1.019
SyringaeB728a	Psyr_1528	Psyr_1528		Arc-like DNA binding protein	0.741	1.511	-0.449	0.473	1.618	-0.080	0.278	0.263	-1.041	-0.033	1.150	0.393	-0.527	-0.151	1.046	-0.832	0.525	0.092	0.052	2.886	1.095	0.986	0.543	0.016	0.320	-0.623	-0.889	-3.582	-1.181	-1.997	-2.318	-2.173	-1.713	-0.793	2.327	0.626	-0.058	0.487	0.695	-1.359	-0.048	-0.261	0.473	0.742	1.398	1.359
SyringaeB728a	Psyr_1529	Psyr_1529		hypothetical protein	0.193	0.088	0.577	-1.372	-0.783	1.493	-0.432	0.213	0.068	1.435	1.161	0.029	0.388	-1.555	1.701	-0.092	-0.379	0.309	0.746	-0.835	-0.737	-0.350	-0.752	-1.009	-1.017	-0.180	-0.250	0.008	-1.409	0.015	-0.291	-1.470	-1.329	-0.252	0.470	1.458	-0.253	-1.538	0.857	0.641	-1.215	-1.751	0.328	1.097	0.986	1.686
SyringaeB728a	Psyr_1530	Psyr_1530		hypothetical protein	-3.383	-2.149	-3.065	0.508	0.074	-1.939	-2.198	-2.075	0.019	-0.678	-0.768	-0.395	-2.199	-3.062	-1.203	-0.437	-1.286	0.267	-0.771	1.743	0.508	-1.448	-0.797	-0.507	0.081	-0.533	-0.543	-0.933	-2.342	-2.336	-0.252	0.493	-0.815	-0.957	-1.014	-0.577	-0.412	0.245	-1.914	-1.167	0.443	-0.499	0.984	-0.077	0.514	-0.957
SyringaeB728a	Psyr_1531	Psyr_1531		replicative DNA helicase (phage and plasmid)	-0.849	-1.263	-0.522	0.147	0.284	-1.310	-0.008	-0.377	0.414	-1.216	-0.607	-0.479	-0.241	-0.253	-1.027	-0.646	0.038	-0.005	-1.625	-0.957	-2.800	-0.186	0.079	-1.954	-2.095	-0.461	-1.265	-0.346	-0.388	0.074	-0.341	-0.740	-0.649	-0.861	-1.678	-0.994	0.321	-0.235	0.145	-0.807	0.689	0.220	-0.284	-0.374	-0.470	-0.864
SyringaeB728a	Psyr_1532	Psyr_1532		hypothetical protein	0.300	-1.634	0.291	-1.482	0.771	-0.722	0.628	-0.153	-2.724	0.341	-0.378	0.107	-0.660	1.453	-1.511	-1.072	0.101	0.973	1.128	0.259	-0.338	-0.919	-0.495	0.475	0.512	0.271	0.576	-0.519	-0.409	0.789	0.798	-0.413	1.143	-0.397	0.353	0.237	-1.013	-1.589	2.641	2.298	-0.419	-1.245	0.406	0.302	-0.307	0.055
SyringaeB728a	Psyr_1533	Psyr_1533		hypothetical protein	1.778	0.361	-1.050	1.534	0.415	0.196	1.341	-0.549	0.937	0.457	0.801	1.656	-1.405	-2.033	-0.547	-1.296	-0.965	-1.999	-2.130	0.129	-0.025	0.462	-0.384	-0.607	-1.427	0.512	-0.475	0.059	0.184	-0.254	-0.934	0.264	-0.249	-0.016	-0.753	0.286	-1.664	-1.560	-0.140	-0.385	-0.398	0.058	1.669	2.182	1.255	0.325
SyringaeB728a	Psyr_1534	Psyr_1534		chromosome partitioning related protein	1.185	2.435	1.166	1.446	1.765	2.049	0.626	2.789	1.678	1.764	1.350	1.579	0.167	0.756	0.086	1.193	-1.243	-2.374	-0.494	1.870	3.457	-0.476	0.159	-0.045	-0.235	0.738	0.468	0.465	-0.840	0.891	1.177	0.102	-0.378	1.066	1.210	0.716	-0.713	1.236	-0.528	-0.792	-2.043	-1.771	0.360	-0.260	-0.110	0.471
SyringaeB728a	Psyr_1535	Psyr_1535		CDS	-2.369	-0.380	-0.892	0.047	-0.013	-0.441	-0.053	-1.102	-3.066	-1.412	-0.734	-2.174	-0.601	-0.274	0.178	-1.287	1.711	0.264	0.279	-1.714	-2.440	-0.403	-1.721	-0.686	-0.299	-0.757	-0.118	-0.646	-0.048	-0.101	-0.636	-0.759	-0.832	-0.151	-0.607	-0.503	2.227	1.766	0.312	0.888	-0.459	-1.379	0.693	0.677	-0.398	-0.419
SyringaeB728a	Psyr_1536	Psyr_1536		Amine oxidase	-0.858	-1.524	-0.162	-1.311	0.111	-1.087	-0.361	-1.391	-2.416	-1.005	-1.519	-1.109	0.726	0.466	1.537	0.915	-0.082	-0.975	0.626	-1.271	-1.919	1.051	0.430	1.853	1.827	-1.699	-0.603	-1.135	-1.753	-1.236	-1.808	-1.213	-1.764	-0.661	0.927	1.534	0.624	0.735	1.524	1.645	0.370	0.686	-0.866	-1.357	-1.726	-0.945
SyringaeB728a	Psyr_1537	Psyr_1537		Amidase	-0.633	0.333	0.728	-0.435	1.469	-0.137	0.281	-0.034	-0.046	-1.061	-2.406	-0.749	-1.650	-1.453	0.124	0.953	-1.055	0.332	-0.644	1.045	0.653	0.436	-0.332	-0.356	-0.020	0.667	0.667	0.319	0.899	0.008	0.141	0.499	-0.596	-0.348	0.962	-0.521	-1.452	-1.061	0.292	0.600	0.992	0.704	0.981	0.540	0.065	-0.539
SyringaeB728a	Psyr_1538	Psyr_1538		Propionyl-CoA carboxylase	-1.558	-2.224	-0.241	-0.809	0.343	-1.098	-0.823	-1.473	-4.227	-1.417	-2.225	-3.187	0.097	-0.208	-0.341	1.500	1.404	-0.097	-1.535	-4.180	-5.800	0.475	0.582	-0.627	-1.253	-1.316	-0.712	-0.962	-1.449	-1.156	-0.948	-1.463	-0.806	-1.109	-0.442	0.359	0.730	1.013	-0.091	0.499	-0.111	0.412	0.297	0.262	-0.260	-0.701
SyringaeB728a	Psyr_1539	Psyr_1539		Histidine kinase, HAMP region:Bacterial chemotaxis sensory transducer	0.299	1.288	1.390	0.668	1.124	1.763	0.575	0.292	-0.538	0.537	1.070	0.445	0.327	0.769	0.480	0.827	0.384	0.567	0.005	1.718	1.150	0.531	-0.385	0.003	0.644	0.643	0.809	0.194	1.145	0.490	0.136	-0.325	-0.149	0.395	-0.335	0.647	0.854	0.344	0.225	0.196	-1.152	-0.073	0.565	-0.966	-0.628	-0.828
SyringaeB728a	Psyr_1540	Psyr_1540		hypothetical protein	3.391	1.837	2.066	1.591	2.859	1.614	1.899	1.840	4.085	3.635	2.989	1.262	1.398	0.680	-0.597	-1.038	0.472	-1.565	-0.431	1.140	-0.233	-0.046	-0.221	-1.840	-0.412	0.329	1.617	2.342	1.315	2.192	2.484	1.033	3.032	-0.108	-0.724	-1.503	0.136	-0.140	-1.953	-0.708	1.713	2.027	1.447	3.315	-0.967	-1.887
SyringaeB728a	Psyr_1541	Psyr_1541		DedA	-0.555	-0.797	0.315	-0.330	-0.207	-1.230	0.148	0.185	-0.267	-0.430	0.099	0.115	1.028	0.623	-0.363	0.715	-0.061	-0.441	0.537	-0.504	-2.043	-0.307	0.175	0.991	1.224	-0.592	-1.196	0.928	-0.358	0.730	-0.040	-0.023	0.667	0.235	0.294	-0.352	-0.029	-1.106	-1.922	-1.119	0.099	-0.326	2.371	1.580	0.316	-0.237
SyringaeB728a	Psyr_1542	Psyr_1542		quinolinate synthetase	1.501	0.823	2.061	0.260	1.699	1.093	1.843	0.828	0.824	2.261	0.146	-0.410	-1.446	-2.591	-4.466	-5.795	-0.962	-1.402	-4.332	-2.199	-1.368	-2.206	-3.048	-1.772	-1.527	1.075	0.213	0.044	0.572	0.168	0.414	-0.010	-0.316	-0.995	-2.876	-2.300	-3.171	-2.724	-1.595	-1.006	-0.427	-1.997	-2.274	-2.961	-3.568	-5.608
SyringaeB728a	Psyr_1543	Psyr_1543		Peptidase M48, Ste24p	0.911	1.211	-3.366	0.108	-5.752	-6.613	-2.448	-7.284	-5.469	0.004	0.932	0.054	-2.024	-3.716	0.802	1.740	-1.214	-2.278	0.023	-3.030	-4.526	0.443	0.039	-1.602	-2.291	-0.822	-1.350	-7.925	-1.779	-1.366	-1.480	-1.011	-0.799	-2.288	-2.235	-0.527	-1.292	-1.075	1.004	1.550	0.062	-0.041	-0.038	0.084	-0.603	-0.093
SyringaeB728a	Psyr_1544	Psyr_1544		SirA-like protein	-3.814	-4.568	-4.887	-4.538	-3.811	-2.963	-4.731	-4.379	-3.646	-2.995	-3.063	-2.978	-4.195	-4.513	-3.355	-2.710	-4.106	-2.875	-4.738	-7.368	-5.779	0.779	-0.009	-6.361	-4.332	-4.306	-4.260	-4.162	-3.264	-5.615	-3.394	-3.317	-4.316	-6.109	-4.446	-3.336	-6.007	-4.507	-3.388	-3.061	-1.998	-2.968	-5.793	-4.097	-5.161	-6.393
SyringaeB728a	Psyr_1545	Psyr_1545		Protein of unknown function UPF0118	-0.223	-0.837	0.578	-0.708	-0.591	-0.308	-0.812	-0.546	-2.976	-0.667	-0.252	-0.441	0.988	0.183	-0.446	-0.140	0.331	-0.613	0.908	1.335	-1.307	0.140	0.131	0.126	0.858	0.142	-0.397	-0.427	-0.268	-0.496	-0.796	-0.743	-0.770	-1.665	-1.170	0.667	-0.833	-1.112	-0.271	0.414	0.578	0.372	-0.971	-1.387	-0.141	1.675
SyringaeB728a	Psyr_1546	Psyr_1546		Alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen	-0.580	0.651	-0.699	1.187	1.240	1.514	0.013	-0.473	-0.455	0.120	0.628	0.405	1.083	1.281	0.216	-1.125	-1.868	-2.389	2.784	0.289	1.237	-0.796	1.874	-1.488	-0.922	0.870	0.059	1.451	-1.144	0.023	0.959	-0.548	0.949	0.620	-0.570	0.595	0.191	0.790	0.062	0.622	-2.390	-1.116	0.756	0.507	-0.478	-0.313
SyringaeB728a	Psyr_1547	Psyr_1547		glycine cleavage system transcriptional repressor	-0.456	0.253	-0.624	0.498	0.620	0.846	-0.057	1.564	1.959	0.866	-0.824	0.262	-1.940	-0.371	-0.335	-1.008	0.939	0.891	0.885	1.002	1.396	-2.597	-1.541	-0.341	-0.959	-2.972	-2.118	-2.282	-1.810	-1.298	-1.018	-2.330	-1.908	-1.280	1.121	0.933	2.187	2.220	2.367	2.554	2.111	1.341	3.426	3.615	0.800	1.849
